ir,red,heart_rate,gsr,cortisol
184324,132390,70,462,17.11
181195,131351,69,393,16.68
184103,132613,64,498,17.07
181668,131689,72,486,17.64
182166,132118,67,458,17.45
182533,132063,65,467,17.67
183569,132455,66,432,17.63
181904,131918,69,447,17.39
182206,132046,70,418,18.66
182186,131827,70,467,17.45
180782,131289,57,372,16.39
180240,131127,71,379,17.16
179981,131076,70,383,17.21
180660,131263,64,402,17.49
181131,131399,63,403,17.19
180828,131351,69,408,16.56
180563,131242,60,410,16.9
178181,130611,65,386,17.35
179529,130779,60,380,16.81
179104,130881,66,370,16.41
177053,130320,59,391,17.1
177588,130375,65,365,17.18
180135,131073,46,357,16.79
180620,131220,64,357,16.28
179422,129482,57,2,6.93
181053,130612,59,71,13.39
181022,130569,60,278,16.47
179433,129982,55,190,15.03
181477,130780,61,154,14.86
181608,130864,52,177,14.91
181711,130753,58,191,15.22
179743,130233,59,215,17.15
181980,130763,63,267,15.74
170055,126142,92,1331,19.48
167498,125548,72,552,18.13
172035,127692,75,549,17.3
178024,130048,63,838,18.62
179632,130287,79,823,18.76
181001,130978,78,734,18.4
180083,130342,69,629,18.35
180082,130366,69,562,17.46
179302,130140,76,630,18.05
180639,131038,77,782,18.41
178353,130203,71,801,18.39
179045,129556,71,826,18.52
181175,129898,67,720,17.79
179333,129369,76,725,17.81
179267,129481,71,739,18.13
181052,130354,72,742,18.7
183057,131304,78,767,18.59
182645,131157,77,750,16.42
182711,131301,73,746,17.83
182687,131221,76,762,18.36
181625,130863,77,768,17.8
181879,131150,79,765,17.97
181752,131284,69,793,18.09
181641,131307,79,827,18.66
178585,130132,62,464,16.86
179643,130710,59,398,17.21
179844,130862,40,483,17.6
181143,131450,62,453,17.39
182537,132117,67,503,17.26
181665,131694,68,569,17.21
181331,131681,67,579,18.14
182021,131877,67,605,17.81
178947,130428,90,240,16.35
181704,131687,78,778,18.02
181047,130993,67,658,17.63
178822,130002,60,361,16.99
176521,129170,34,381,16.79
180796,131406,58,250,16.22
183357,132350,68,272,16.06
183941,132434,65,240,16.28
183436,131979,57,251,15.9
181974,131308,56,241,16.33
179038,130114,63,240,15.94
188012,135917,95,1838,20.35
191259,136746,92,1489,20.02
191598,136766,98,1535,19.49
194727,138068,91,1361,19.51
190447,135134,76,990,18.35
189863,134823,81,985,18.38
185120,133139,78,1005,19.06
185692,133653,81,966,18.51
185434,133730,72,615,18.32
185581,133644,70,589,17.94
185344,133615,59,389,16.95
185875,133661,81,465,17.17
186576,133848,68,448,16.99
186918,133761,66,318,16.34
186181,133262,67,286,15.97
186282,133716,67,226,16.18
185420,133739,61,160,15.64
185887,134545,74,877,18.07
186408,134107,76,797,18.22
185757,133674,79,753,18.23
186323,133883,71,752,18.23
185739,133112,78,717,18.49
185474,132992,70,719,18.52
185001,132868,72,671,17.57
184279,132687,68,658,17.88
183907,133188,66,623,17.81
183880,132798,65,630,17.87
183466,132988,74,607,18.3
182935,132637,68,585,17.54
183949,132770,68,523,17.24
183789,132681,67,629,18.16
183734,133000,71,633,17.92
183255,132961,75,637,18.11
183378,133086,64,634,17.87
183515,133158,74,634,18.04
183553,133122,64,639,17.5
185366,133501,64,643,18.37
185281,133495,70,646,17.6
184990,133244,73,641,17.66
184855,133249,69,679,18.21
185021,133378,78,677,17.64
185292,133386,70,667,18.17
185756,133526,66,670,18.12
185214,133122,63,660,18.06
185058,133138,72,656,18.34
184741,133114,73,651,17.98
184694,133257,74,652,18.16
184492,133167,69,641,18.0
185112,133410,67,642,18.21
185441,133397,65,629,18.15
185186,133220,74,630,17.9
184839,133036,74,627,17.94
184633,132971,71,624,18.05
184277,132904,92,626,17.74
184144,132897,74,621,18.14
184181,132814,68,611,18.14
184468,132904,69,611,18.29
184407,132692,74,611,17.65
185132,132867,63,601,18.03
185084,132704,70,597,17.65
185025,132639,75,595,18.05
184667,132520,67,598,17.88
184147,132293,67,593,17.36
183858,132313,65,598,18.02
183905,132467,73,591,17.63
183502,132567,68,593,17.86
183636,132805,74,587,17.44
183913,132839,66,585,18.0
183841,133088,66,592,17.99
186023,133641,72,545,17.4
186165,133402,71,529,17.08
185251,132711,61,527,17.16
184142,133000,63,533,17.52
183367,132934,61,530,17.28
183589,133427,70,533,17.74
183512,133472,66,531,17.72
183192,133542,70,530,17.4
181360,132946,70,511,17.78
182263,133643,59,124,14.29
185400,134619,65,329,16.29
185801,134340,62,303,16.82
185632,134247,61,298,16.35
185399,134190,66,304,16.59
185819,134120,56,307,16.92
186726,134673,70,585,18.11
185012,134126,63,580,17.34
185223,133928,70,576,17.78
182636,132981,68,577,18.04
184556,133286,73,576,17.22
182667,133079,71,557,16.55
182732,133495,64,568,17.37
182700,133494,67,570,17.64
182953,133671,73,571,17.95
182810,133283,66,570,17.84
183196,133123,68,567,17.19
183381,133079,67,570,18.05
180622,132233,61,546,17.06
179816,131785,63,559,17.96
180895,132199,62,564,17.29
181239,132250,75,545,17.39
181262,132289,67,553,17.23
180438,132361,67,545,17.96
180677,132514,76,578,17.89
180457,132419,70,539,18.02
182397,133343,75,801,18.58
181893,132937,77,727,18.16
182231,133127,72,722,18.33
182110,133088,73,720,18.04
180820,132510,69,709,17.94
180287,132432,69,674,18.28
181220,132895,72,706,18.42
181610,132660,77,663,17.92
180943,132411,76,650,17.94
181164,132676,69,642,18.07
180141,132157,65,638,18.05
179929,132219,75,630,17.49
180631,132459,63,623,18.14
180435,132258,76,619,17.49
181522,132275,70,620,18.13
180770,132098,70,620,18.14
181165,132232,69,600,17.07
180498,131844,68,598,17.61
180303,131776,94,601,17.5
179156,131239,62,542,17.21
183386,133348,71,505,17.61
183088,133079,69,511,17.18
183199,133174,64,511,17.68
182396,133212,49,505,17.81
183035,133210,70,511,17.22
181946,132670,63,511,17.54
181886,132514,64,511,17.81
181786,132850,71,528,17.93
180686,132300,69,541,17.47
181410,132410,63,546,17.25
181618,132969,70,544,16.26
181831,132920,63,544,18.03
180169,132783,75,552,18.08
181572,133194,52,541,17.97
182665,133628,63,588,18.2
182704,133686,66,576,17.84
183203,133492,69,651,18.01
182768,132866,65,614,17.8
182011,131881,65,573,17.88
179295,131509,61,560,17.27
180988,132148,68,611,16.71
182048,132760,50,560,17.6
179689,131790,64,546,18.01
181771,131982,66,560,17.47
180899,131380,66,538,17.79
179618,131525,65,535,17.88
179956,131682,74,531,17.56
181074,132287,74,529,17.1
173563,127276,72,619,18.07
175539,127769,66,651,17.48
174935,127653,69,666,18.13
175299,127539,72,679,18.35
175832,126804,77,686,18.42
176147,126872,76,687,18.22
175771,126575,75,678,18.08
175519,126354,50,667,18.02
175340,126149,64,663,18.37
174485,126285,77,665,17.95
174208,126548,73,659,17.69
174065,126653,70,656,18.45
173956,126739,64,656,17.7
174501,127546,72,659,18.03
173735,127487,72,663,18.1
174656,127932,66,677,17.91
174212,127967,75,658,18.24
174189,128238,69,656,18.28
174614,128559,73,656,18.26
175386,128787,75,643,17.72
174747,128785,72,646,19.75
175256,128974,67,635,17.87
173615,128426,69,625,18.07
175301,129090,63,614,18.27
175378,129041,94,612,17.92
183424,133604,69,626,18.01
182701,133340,72,624,17.85
182118,133096,69,592,18.19
182588,133337,64,608,18.23
181949,133186,70,574,18.06
181595,133155,70,567,17.88
181965,133457,72,565,17.21
181145,133125,68,560,18.11
180841,133126,63,562,17.71
180972,133155,71,566,19.05
181185,133318,64,598,18.06
180635,132907,73,595,17.74
182039,133089,70,595,17.64
182184,133075,71,592,17.55
183124,133342,63,594,17.98
182408,133258,74,594,17.64
184340,133803,74,579,17.6
182367,133187,66,571,18.11
183205,133436,63,574,17.22
181921,132978,73,578,17.27
182599,133384,88,588,18.1
184906,134639,70,576,17.34
185213,134736,63,190,15.05
184887,134938,56,96,13.98
186899,135966,63,144,14.89
186595,133618,77,978,19.13
185761,133666,78,1019,18.52
187412,133919,83,1135,19.26
186694,134875,69,624,18.06
188210,134768,81,1324,18.92
186769,133864,70,531,17.3
187435,134067,82,1169,18.81
186241,133619,66,591,17.48
181884,132811,59,338,16.97
186410,134636,75,605,17.58
187928,134687,71,563,17.2
186527,134294,74,480,16.9
187424,135201,73,1005,19.19
189230,134975,83,1232,19.11
188493,134699,55,192,15.5
185570,133732,76,1088,19.22
130568,104566,83,1414,21.75
168879,128276,93,1535,19.53
169466,129091,95,1515,19.51
172864,129520,85,1408,20.42
172655,129468,86,1441,19.94
173925,130148,94,1433,19.95
174254,130099,112,1285,19.27
174529,130721,80,1309,19.62
169328,128385,71,696,18.29
174163,130730,88,1162,18.85
181335,136406,59,448,17.16
188841,136996,62,192,15.42
188908,136933,61,239,16.25
188639,136786,62,242,16.44
188423,136580,64,235,15.7
187960,136230,66,403,16.67
187811,136072,69,449,17.66
187633,135846,58,435,16.76
187685,135874,61,432,17.46
187493,135760,62,415,17.04
187223,135581,64,411,17.38
187125,135844,61,421,17.23
187891,136024,62,387,17.33
187512,135900,76,624,18.25
186122,135549,65,621,17.67
186421,135880,64,598,17.93
186689,135933,64,542,17.12
185049,135365,65,343,16.68
184739,135386,66,558,17.35
183572,134485,72,819,18.57
184722,135451,67,725,18.61
184943,135580,66,700,18.33
185085,135695,75,671,17.95
185208,135687,72,682,18.2
185530,135734,68,685,18.31
185332,135656,71,672,18.43
185837,135895,91,619,17.76
185980,135970,74,609,17.39
185282,135495,69,599,18.28
185758,135783,64,563,17.42
186041,135914,73,531,17.92
186516,136064,57,291,16.24
186798,136158,62,327,16.43
187129,136161,62,201,16.01
187282,136394,69,647,17.82
190651,137962,66,505,17.49
190427,137888,67,628,17.63
190110,137695,72,628,17.96
189990,137443,67,639,17.8
189375,137110,65,682,17.69
189093,136913,52,657,17.99
188725,136707,74,505,17.55
188526,136720,77,688,17.7
189204,137002,70,635,17.63
188823,136778,61,433,17.3
189089,136858,59,400,17.06
189371,136945,59,400,17.05
189730,137117,78,693,17.93
189171,136901,67,693,17.79
189294,136892,72,741,18.1
189180,136819,67,711,17.88
188496,136617,72,689,18.45
189043,136797,71,839,18.82
189623,136986,69,853,17.85
189379,136957,76,677,17.72
188646,136433,74,639,17.93
188566,136543,66,653,17.6
188309,136359,78,682,18.44
188905,136493,72,688,18.45
188878,136520,71,695,17.86
189785,136753,72,703,17.81
189988,136739,73,714,18.24
190205,136718,73,736,17.72
190062,136619,67,727,18.53
189927,136536,72,725,18.1
189701,136426,69,720,18.32
189954,136538,67,717,18.31
189568,136366,75,663,18.23
189183,136318,75,716,18.19
189186,136254,67,719,17.7
189468,136463,68,748,18.06
189754,136609,78,752,17.82
189678,136665,67,731,18.28
189925,136672,68,750,18.6
189717,136589,73,752,18.37
189593,136528,77,756,18.35
189406,136427,68,766,17.95
189193,136348,72,754,17.97
189145,136331,67,755,18.2
189084,136289,57,759,18.75
189010,136315,67,753,18.44
189124,136338,67,757,18.35
189305,136398,69,757,18.07
189600,136444,68,767,18.36
189619,136455,67,767,18.18
189635,136411,68,764,18.02
189172,136246,58,781,17.86
189015,136094,74,768,18.74
188840,136026,76,765,19.2
188421,135939,68,765,17.87
188455,136023,71,751,17.87
188696,136150,98,743,18.51
188522,136073,80,773,18.06
187959,135947,76,912,19.08
189125,136282,75,798,17.88
189444,136359,73,746,17.92
189726,136444,64,659,18.15
189218,136158,74,755,18.42
189314,136107,60,3,7.38
189665,136193,62,13,10.47
189237,135944,73,812,18.37
189563,135996,76,801,18.2
189947,136285,72,769,18.58
189668,136131,77,754,18.37
190403,136369,67,774,18.05
190385,136345,67,742,18.52
190262,135828,68,773,18.32
190124,135688,76,761,18.09
190165,135636,70,771,18.66
190342,135768,75,771,18.38
190483,135799,66,767,17.79
187379,134712,89,54,13.2
186433,134428,61,58,13.43
186672,134848,53,80,14.26
187957,134961,54,60,12.88
188091,134816,63,65,13.31
187950,134816,78,870,18.88
188689,135118,81,59,13.37
188712,135107,78,941,18.57
188821,135163,77,778,18.6
187559,134983,62,98,13.73
188846,135518,64,525,17.27
189255,135611,66,525,17.75
188406,135318,52,49,13.19
188956,135971,59,75,13.98
189371,135994,62,29,11.77
189173,135737,49,29,12.06
189255,135736,51,31,12.3
189225,135690,54,34,12.37
187507,135211,120,2755,20.62
187762,135098,128,2855,20.94
186088,134256,76,853,18.83
186430,134429,66,564,17.54
184846,133864,60,44,13.01
186505,134630,63,389,16.55
186197,134605,55,64,12.97
186658,134844,101,1985,19.74
187651,135268,87,2192,20.53
188212,135499,104,2224,20.7
187623,135279,107,1970,20.55
187201,135091,99,1890,19.89
186228,134681,56,320,16.19
185636,134415,65,320,16.92
185883,134547,58,150,15.32
185762,134732,67,509,17.16
185391,134611,72,504,16.35
185739,134816,68,552,18.02
185903,134963,72,548,17.63
185980,134969,63,499,17.11
186589,135298,67,499,17.67
186872,135423,67,492,17.43
187411,135451,61,402,17.06
187352,135405,64,377,17.26
187612,135430,60,123,14.69
187356,135375,60,123,14.98
187581,135496,54,143,14.74
187494,135447,58,134,14.53
187559,135465,51,137,14.91
187689,135537,56,141,15.05
187963,135582,60,144,14.96
187537,135514,63,141,14.72
187692,135522,57,142,15.01
187498,135521,65,144,15.03
187378,135398,53,150,15.0
187120,135403,55,147,14.8
186779,135303,62,157,15.38
186739,135355,54,155,14.98
186841,135392,54,159,15.34
187009,135455,63,157,14.98
187452,135666,61,155,14.85
186918,135412,72,446,17.16
187070,135556,75,559,17.55
187084,135578,62,160,15.24
186911,135501,58,155,14.69
187746,135718,63,156,15.18
188048,135820,53,129,14.96
187524,135670,54,172,17.4
188714,136166,83,1099,18.95
188494,136204,81,1031,18.58
188609,136226,59,46,12.54
188249,135723,65,478,17.01
188639,135781,72,493,17.77
188623,135768,62,323,16.28
188171,135571,60,464,17.31
188162,135538,64,247,15.63
188282,135409,62,484,17.51
187729,135224,72,446,17.15
187651,135142,66,410,17.2
187434,135089,68,432,17.56
188715,135463,61,438,17.56
188587,135497,67,473,17.69
188160,135355,61,496,17.85
188577,135484,73,464,17.72
187617,135244,63,442,17.44
187486,135200,58,371,16.85
186970,135143,65,432,16.7
187144,135268,71,410,17.22
186547,135127,58,115,14.18
186545,135401,57,114,14.76
185853,135222,68,368,16.46
185157,135056,66,389,16.59
186821,135636,63,417,16.9
187296,135868,65,455,17.07
187484,135988,64,416,16.83
187907,136315,59,395,17.06
187815,136584,61,428,16.71
187569,136406,67,419,16.82
185537,135179,85,1343,19.2
184741,135117,63,462,17.72
185065,135279,67,451,17.19
184859,135329,69,400,16.95
185201,135404,72,464,16.81
186466,135957,69,493,17.31
187171,136170,60,463,17.46
187617,136464,71,525,18.02
187866,136509,71,471,17.68
185100,135277,60,50,14.14
186947,136419,69,745,17.75
183735,134772,70,560,17.95
184669,135285,72,826,18.02
183769,133734,76,1113,19.17
184453,134353,87,1069,18.45
185817,134725,76,1136,19.0
185689,134683,76,1123,19.42
185730,134565,78,1125,18.78
185552,134558,78,1145,18.75
185239,134499,87,1113,19.43
185338,134550,80,1153,18.93
184899,134483,83,1143,19.54
185329,134658,85,1133,19.47
185002,134626,76,1047,18.43
184990,134611,79,1150,17.4
185084,134651,80,1152,18.73
184952,134691,78,1153,19.55
184727,134646,87,1127,18.71
184810,134701,81,1081,19.13
184452,134584,87,1104,19.16
184531,134651,82,1153,18.63
184992,134642,74,1058,18.78
184791,134731,82,1124,18.73
185442,134919,86,1117,19.43
185728,135076,76,1121,19.13
185990,135057,82,1044,18.88
186046,135028,86,1079,19.43
185156,134625,80,961,18.67
184907,134106,81,1109,18.63
185448,134284,73,1067,18.9
185563,134277,76,1110,18.64
181298,132321,69,778,18.57
184017,133488,85,987,18.74
184358,133565,79,915,18.29
184534,133636,73,954,19.02
184563,133607,78,1035,18.77
184659,133667,71,931,18.2
184813,133706,86,1011,18.44
184916,133746,76,1022,18.8
185030,133761,85,1056,18.61
185136,133899,82,1075,18.69
185583,134073,74,1015,18.78
185686,134065,85,1017,18.96
185853,134186,80,1105,18.83
185213,133898,79,1102,18.87
185519,134111,81,1070,19.29
186293,134492,85,1088,18.98
186842,134662,86,1051,18.91
186873,134596,80,1053,19.32
186801,134421,83,1067,18.58
186923,134406,84,1076,19.24
187021,134471,75,1070,19.09
186900,134208,77,1065,18.74
186876,134108,84,1050,18.53
186770,133962,82,1056,18.57
186410,133841,80,1045,18.99
186112,133690,77,1040,18.93
185921,133607,75,1049,18.85
186176,133672,78,973,19.07
186281,133782,78,1014,19.31
186506,133834,85,1047,19.2
186992,134000,77,980,19.03
187248,134046,74,972,19.06
187415,133990,85,1077,18.62
187367,133946,81,983,18.92
187502,133957,82,921,18.41
187335,133820,75,970,19.23
187306,133845,81,963,19.22
187412,133838,82,961,18.33
187248,133801,75,918,18.83
186903,133671,83,966,18.46
186417,133596,80,963,18.47
186556,133709,70,878,18.58
187138,133838,83,901,19.01
187339,133818,80,960,19.2
187642,133938,80,914,18.26
187660,133943,82,951,18.83
187895,133957,79,941,19.04
187891,133837,74,912,18.92
187717,133673,82,912,18.24
187616,133561,77,893,18.46
187114,133242,71,923,18.65
187019,133213,86,899,19.04
186841,133074,73,906,18.85
186984,133206,79,943,18.84
186964,133255,80,838,18.94
187066,133353,83,913,18.25
187050,133383,80,913,18.85
187221,133411,75,877,18.82
188012,134113,71,880,18.31
187516,133821,69,865,18.51
184572,131872,82,855,18.22
185881,132617,80,832,18.77
187403,133433,70,930,18.66
186717,133140,76,859,18.84
187356,133378,80,965,18.49
187743,133481,76,973,18.92
187764,133372,80,923,18.32
187558,133033,76,966,18.41
187104,132845,74,959,17.32
187221,132904,78,998,18.4
187025,133006,81,912,19.1
186846,132857,77,955,18.23
186374,132685,73,950,18.65
186558,132780,79,917,18.65
186580,132843,73,968,19.07
189074,134195,73,855,18.3
188737,133916,73,750,17.79
189082,133767,78,883,18.28
189089,133806,76,887,18.18
188930,133567,74,832,18.74
188724,133461,76,880,18.47
188480,133296,73,889,18.69
188421,133303,75,885,18.08
188095,133180,82,859,18.49
188021,133234,80,863,18.69
187508,133097,69,867,18.81
187481,133101,72,885,18.5
187390,133162,75,821,18.55
187565,133194,72,870,18.96
187322,133245,70,867,18.8
187579,133328,78,848,18.36
187616,133410,80,843,18.22
186695,133057,76,657,18.01
187102,133671,73,674,18.43
187391,133710,68,653,17.85
188303,133960,83,976,18.94
189141,134169,70,587,17.44
189481,134287,65,619,17.54
189375,134237,77,634,17.44
188590,133677,74,660,18.14
187989,133367,62,587,18.02
187975,133380,91,624,17.45
187303,133225,74,658,18.46
187068,133221,68,667,18.0
186887,133199,70,684,17.87
186572,133160,72,628,18.15
186404,133116,67,627,17.72
186480,133206,70,599,18.03
186802,133328,63,497,17.67
186727,133271,60,464,16.9
187760,133788,66,528,17.54
188031,133910,73,560,17.43
187985,133807,67,585,16.9
187889,133840,72,569,17.22
188034,134063,70,581,18.02
187386,133725,66,538,17.78
187107,133699,68,563,17.56
187144,133742,63,511,17.18
186995,133583,70,589,17.39
187182,133876,73,649,18.07
188176,134180,71,688,18.56
188002,133963,76,634,18.01
188734,134387,77,688,18.35
188827,134440,69,713,17.93
188695,134373,76,690,17.61
188969,134381,78,710,18.17
188596,134145,69,695,18.51
188492,133986,67,679,17.99
188583,133955,67,660,17.71
187603,133517,76,662,18.36
187659,133554,66,738,18.69
186827,133177,66,629,17.85
186118,132863,67,597,16.64
185917,132921,67,563,17.59
187763,133824,69,673,17.54
187409,133718,76,599,17.64
187431,133836,71,689,18.01
187663,133853,78,703,18.29
187632,133683,73,573,18.2
187539,133609,70,592,17.58
188115,133642,66,635,18.09
187451,133249,69,511,17.65
185850,132608,61,470,17.47
187152,133495,71,447,17.21
186831,133252,69,429,17.13
186222,132945,67,439,17.59
186448,133077,72,469,17.07
186215,133028,73,699,17.75
186598,133354,71,688,17.98
186802,133451,68,673,18.22
186152,133355,73,687,16.16
186107,133401,72,688,17.69
186010,133337,78,699,18.04
186311,133599,71,678,18.04
186609,133630,69,687,17.68
186672,133599,77,675,17.54
186647,133693,70,675,18.5
186961,133752,68,656,18.37
187327,133900,71,645,17.94
186502,133580,64,652,18.19
186971,133471,68,526,17.72
188365,133999,69,576,18.21
186734,133070,66,663,18.48
183633,131914,59,265,16.57
186039,133158,70,503,17.8
186104,133159,63,427,16.67
186260,133199,63,401,16.68
186223,133192,70,344,17.03
187073,133693,61,473,17.47
188713,134371,63,609,17.74
188863,134072,63,609,18.19
188003,133535,72,661,18.14
187976,133578,69,637,18.32
188557,133910,75,659,18.25
186839,133241,59,321,16.19
186558,132924,68,325,17.06
187985,133539,61,430,17.46
186142,132749,54,429,16.77
187698,133232,60,414,16.61
184822,132170,56,291,16.36
184862,132385,58,292,16.23
185832,133069,61,423,16.72
186271,133227,69,423,16.83
187064,133446,72,452,17.84
185814,133055,69,405,16.89
184662,132527,60,509,17.91
183928,132795,46,511,17.45
185217,133080,63,565,17.23
185831,133300,65,578,18.02
186179,133353,66,500,17.59
186261,133349,68,466,17.7
185857,133133,77,436,17.47
185559,133072,63,448,17.49
185578,133020,58,506,17.04
185367,132891,70,483,17.66
185758,133100,68,498,17.34
185821,133093,73,550,17.7
185745,133088,61,522,17.85
185711,133015,74,510,17.66
185189,132638,70,562,17.33
185126,132711,72,511,17.8
184518,132639,64,525,17.21
184833,132881,69,543,17.7
184815,132932,67,535,17.64
184670,132956,64,549,17.35
184442,133033,60,301,16.88
184309,132892,68,450,16.84
185152,133130,69,483,17.72
185632,133259,61,448,17.23
186529,133311,64,496,17.75
186794,133428,64,385,17.27
187026,133400,68,304,16.33
186991,133075,64,435,16.17
186385,132647,61,290,16.23
187036,132835,64,450,17.23
187040,132705,71,596,18.16
185224,132331,75,545,17.9
185118,132544,71,477,17.44
184446,132335,69,534,17.78
183553,132520,70,357,17.05
183777,132842,66,453,17.01
183779,132864,57,330,16.61
182605,132694,57,336,17.07
182973,132772,62,336,16.61
182160,132878,67,320,16.53
183362,132945,62,297,16.65
181497,132296,58,240,16.38
182257,132812,58,18,11.06
186220,134277,76,975,18.94
185672,133947,85,1241,18.79
184643,133127,64,422,17.44
184039,132893,91,402,17.49
184142,133012,58,418,17.41
183781,132946,64,372,16.79
185187,133719,61,302,16.46
183573,132765,63,617,18.08
182686,132488,68,497,17.62
179924,131459,65,464,16.92
182928,133147,71,592,17.84
184117,133586,70,470,18.02
184153,133688,63,564,17.35
185654,134101,76,603,17.64
185913,134135,68,592,18.2
183328,133104,77,1183,18.85
163060,124311,85,1200,19.11
99795,86904,91,1655,19.9
203580,135999,77,632,17.54
196759,131352,81,1246,19.41
195327,130836,95,1809,19.77
183422,124610,98,1845,20.11
174319,118553,96,1963,20.41
211654,132969,58,30,11.48
212264,133046,62,69,13.11
213066,133342,52,75,13.93
213404,133515,52,67,13.41
213754,133659,62,63,13.16
214827,134322,53,54,13.13
215252,134682,62,48,12.68
215135,134664,60,48,12.88
215518,134927,58,38,12.52
216852,135772,57,47,12.44
217884,136574,23,51,12.41
220774,136600,60,272,16.02
221115,136933,62,247,15.84
221225,137086,61,229,13.96
220845,137022,53,222,15.78
219649,136171,57,56,13.49
219675,136190,61,119,14.42
218106,134854,54,111,14.39
218119,134947,57,197,16.07
218382,135161,63,192,15.7
218232,135087,54,192,15.08
216518,133437,57,202,15.38
216158,133352,59,205,15.39
216544,133591,59,128,15.17
216775,133737,54,137,14.49
216496,133696,61,141,15.05
216558,133657,62,133,15.23
216247,133372,61,112,14.34
216580,133648,54,112,14.66
216797,133895,53,113,14.21
216792,133905,53,115,14.96
216764,133871,59,115,14.39
217001,133927,57,104,14.68
217643,134287,55,102,14.61
216814,133754,52,91,13.56
216332,133450,53,93,14.48
215386,132456,60,82,14.09
212470,130266,54,70,13.82
215204,132247,51,70,14.0
28246,20658,57,16,10.66
184433,126153,60,398,17.31
182654,125049,66,384,17.15
183956,125529,62,423,16.82
185430,126174,63,409,17.26
184833,125996,62,401,17.33
185296,126157,66,420,17.15
185782,126495,63,421,17.12
186495,126782,48,378,16.53
186868,126877,66,430,17.48
187476,127075,66,383,16.91
187322,126998,61,483,17.71
187821,126982,61,465,17.52
187546,126878,66,464,17.1
187332,126653,94,461,17.29
186814,126362,61,470,17.56
187845,126653,64,478,17.65
187409,126503,65,473,16.94
187574,126454,65,493,17.1
187411,126566,68,472,17.53
187834,126593,63,489,17.76
188646,127115,70,489,17.1
188697,127077,61,483,17.0
188160,126864,60,491,17.37
187953,126611,66,497,17.35
188106,126653,62,498,17.28
187807,126511,71,507,17.87
189034,127189,71,497,17.01
188490,126992,74,495,17.31
190278,128001,63,431,17.21
188472,127432,74,549,17.72
190155,128138,66,624,18.04
188227,126700,69,720,18.37
187206,126344,75,723,17.84
184821,124884,68,653,17.66
182008,123117,72,654,17.68
181347,123138,70,698,18.21
181548,123184,74,723,17.98
185868,125466,75,653,17.84
186360,125570,75,651,17.6
186306,125561,74,651,18.28
186079,125219,67,656,17.65
186193,125397,71,647,16.52
184159,124194,75,629,18.24
184819,124604,71,656,18.44
179044,121326,73,705,17.99
182045,122897,67,722,18.18
181917,122893,75,732,18.51
179605,121183,75,823,18.49
181570,122474,77,752,18.55
180758,121784,80,800,18.33
180544,121412,75,803,18.57
181249,122003,42,772,18.24
183263,123336,78,772,17.88
182194,122591,77,744,18.63
182636,123185,76,752,18.36
183047,123240,68,709,17.63
183303,123402,75,743,18.0
183150,123569,73,735,18.43
183757,123853,68,741,18.22
185192,124694,73,725,18.08
183247,123271,70,851,18.47
182610,122939,75,804,18.37
182921,123339,69,735,17.81
177267,119207,77,725,18.0
176650,119235,76,801,18.83
169001,115194,74,775,18.75
170993,116294,80,803,18.51
172162,116856,74,919,18.87
179298,121727,74,863,18.66
179911,122145,79,867,18.35
180913,122753,82,910,18.62
181076,122890,74,865,18.68
181073,123002,73,869,18.3
181579,123431,74,875,18.63
182649,124127,81,853,18.41
182759,124079,70,870,18.5
182650,124169,79,861,18.35
182898,124191,79,861,18.85
184009,125193,68,823,18.25
184453,125293,71,848,18.55
184314,125289,73,852,18.11
183918,124988,75,817,18.24
183904,125021,70,842,18.75
184323,125178,75,825,18.36
179564,121955,76,907,18.62
179466,121762,70,874,18.97
178333,121297,82,894,18.47
179801,122159,70,906,17.74
178258,121667,76,899,18.17
180438,123231,73,855,18.23
180656,123678,77,890,19.05
181571,124217,70,891,19.08
181437,124299,78,891,18.91
180978,123768,75,876,18.44
178030,121741,83,878,18.23
179639,123050,84,923,18.3
180840,123896,74,889,18.16
181620,124406,77,902,18.31
180896,123821,73,919,18.23
180093,123277,83,891,18.57
179805,122822,75,862,18.16
179697,122927,77,862,18.92
179624,122887,71,849,18.06
178424,122030,81,908,19.11
178719,122310,80,913,18.82
179342,122827,83,882,18.69
179094,122686,107,925,18.75
179528,123059,72,974,18.31
181751,124676,73,883,18.16
182598,124976,78,883,18.84
182322,124943,72,879,18.31
182280,124914,81,902,18.91
182265,124746,96,897,18.48
182240,124870,74,897,20.12
184785,126318,74,898,18.4
183029,125235,82,879,18.77
182459,124845,79,886,18.2
181618,124370,81,864,18.72
181742,124426,80,879,17.23
182049,124671,76,868,18.46
179431,122867,71,841,18.53
181269,123913,76,892,18.41
181345,123911,72,912,18.78
181634,124120,81,916,18.46
181650,124294,83,912,18.22
181394,123991,74,896,18.52
181324,123913,81,903,18.34
180485,123179,43,939,18.35
179723,122855,75,932,18.48
179578,122933,83,941,18.29
179533,122882,75,954,19.12
179546,122960,79,886,18.49
179842,123259,76,913,18.24
187160,128255,72,866,18.85
186602,127868,76,923,18.7
188325,128577,81,923,18.71
187086,128007,88,965,18.91
186302,127793,78,954,18.25
184735,126950,80,954,18.97
184630,126768,77,928,18.27
184289,126848,74,945,18.4
184167,126473,78,931,18.73
183723,126363,84,945,18.49
183640,126428,78,919,18.44
183560,126238,77,926,18.9
182888,126063,72,913,18.18
183055,126108,75,935,18.71
183018,126034,77,890,18.47
182404,125749,83,925,18.37
